Maker,Adv_year,Adv_month,Color,Bodytype,Runned_Miles,Engin_size,Gearbox,Fuel_type,Price,Seat_num,Door_num,issue,breakdown_date,repair_complexity,repair_cost,repair_hours,Label
Isuzu,2021,5,black,Pickup,16000,1.9L,Automatic,Diesel,28559.0,5.0,4.0,Warning Light,2021-05-21,2,645.59,18.0,0
BMW,2018,8,orange,Hatchback,6308,1.5L,Manual,Diesel,16995.0,5.0,5.0,Excessive Emissions,2018-08-20,1,163.994017944866,1.0,1
Kia,2021,5,white,Hatchback,600,1.0L,Manual,Petrol,8500.0,5.0,5.0,Engine Issue,2021-05-07,1,625.0,10.0,0
Lexus,2018,5,silver,Saloon,120000,2.0L,Manual,Petrol,1795.0,5.0,4.0,Excessive Emissions,2018-05-06,1,21.6155,1.0,0
SKODA,2018,7,black,Hatchback,109000,2.0L,Manual,Petrol,3295.0,5.0,5.0,Radiator Leaking,2018-07-27,1,105.9,2.0,0
Vauxhall,2018,4,grey,MPV,120000,1.3L,Manual,Diesel,2995.0,5.0,5.0,Brake Pads Worn,2018-04-08,1,41.4975,2.0,0
SKODA,2018,5,gelb,Hatchback,9561,1.0L,Manual,Petrol,6999.0,4.0,5.0,Excessive Emissions,2018-05-03,1,26.2991,1.0,1
Audi,2018,8,yellow,Hatchback,42353,2.0L,Manual,Petrol,18000.0,4.0,5.0,Radiator Leaking,2018-08-17,1,400.0,2.0,0
Mazda,2018,5,white,SUV,103780,2.2L,Manual,Diesel,9495.0,5.0,5.0,Excessive Emissions,2018-05-10,1,28.5455,1.0,0
Mazda,2018,7,blue,Estate,78000,2.2L,Manual,Diesel,9500.0,5.0,5.0,Tyre Alignment,2018-07-05,1,10.95,0.5,0
Honda,2018,5,white,SUV,45000,2.2L,Manual,Diesel,10949.0,5.0,5.0,Steering Wheel Shaking,2018-05-11,1,30.949,1.0,0
Toyota,2018,5,white,MPV,88000,2.4L,Automatic,Petrol,5995.0,19.0,0.0,Excessive Emissions,2018-05-13,1,25.3955,1.0,1
Peugeot,2018,8,blue,Hatchback,20352,1.2L,Manual,Petrol,6900.0,5.0,5.0,Electrical Issue,2018-08-11,1,23.8,0.5,0
Dacia,2018,8,grey,SUV,7913,1.5L,Manual,Diesel,11495.0,5.0,5.0,Warning Light,2018-08-14,1,294.95,9.0,0
Nissan,2018,8,grey,SUV,30000,2.0L,Manual,Diesel,12994.0,5.0,5.0,Engine Issue,2018-08-21,1,1539.4,12.0,0
Peugeot,2021,2,white,Hatchback,7291,1.2L,Manual,Petrol,11495.0,5.0,5.0,Steering Wheel Shaking,2021-02-02,1,31.495,1.0,0
Peugeot,2018,7,red,SUV,10,1.2L,Automatic,Petrol,16000.0,5.0,5.0,Electrical Issue,2018-07-15,1,76.0,3.0,0
BMW,2018,7,silver,Coupe,47501,2.0L,Manual,Petrol,12000.0,4.0,2.0,Electrical Issue,2018-07-02,1,72.0,3.0,0
Ford,2018,1,gelb,Hatchback,3162,1.2L,Manual,Petrol,7817.0,5.0,5.0,Excessive Emissions,2018-01-21,1,27.0353,1.0,1
MINI,2018,7,green,Convertible,48707,1.6L,Automatic,Petrol,6000.0,4.0,2.0,Alternator Failing,2018-07-15,2,200.0,4.0,0
Jeep,2018,6,red,SUV,10,1.4L,Manual,Petrol,17500.0,5.0,5.0,Warning Light,2018-06-06,1,355.0,9.0,0
Land Rover,2018,5,green,SUV,54000,2.2L,Manual,Diesel,17989.0,5.0,5.0,Engine Issue,2018-05-01,3,2518.9,36.0,0
Jaguar,2018,7,red,Coupe,12553,3.0L,Automatic,Petrol,38499.0,2.0,2.0,Tyre Alignment,2018-07-10,3,33.8499,1.5,0
Renault,2018,7,white,SUV,29901,1.5L,Manual,Diesel,13000.0,5.0,5.0,Gear Box Issue,2018-07-11,1,170.0,2.0,0
Mitsubishi,2021,5,red,SUV,13727,2.0L,Automatic,Petrol,22495.0,7.0,5.0,Flat Tyres,2021-05-02,1,26.7485,1.0,0
Volvo,2018,6,gelb,Convertible,56000,2.5L,Automatic,Petrol,4490.0,4.0,2.0,Windscreen Crack,2018-06-06,3,62.694,3.0,1
Volvo,2021,5,grey,Estate,14708,2.0L,Automatic,Petrol,25500.0,5.0,5.0,Electrical Issue,2021-05-25,3,196.5,6.0,0
Honda,2018,5,black,Hatchback,22000,1.4L,Manual,Petrol,5495.0,5.0,5.0,Warning Light,2018-05-27,1,234.95,9.0,0
Ford,2018,7,black,Hatchback,16983,1.2L,Manual,Petrol,5995.0,4.0,3.0,Gear Box Issue,2018-07-13,1,99.95,2.0,0
Audi,2018,4,silver,Estate,95379,2.0L,Automatic,Diesel,7295.0,5.0,5.0,Electrical Issue,2018-04-01,1,61.885,2.0,0
Renault,2018,8,blue,SUV,13051,1.6L,Manual,Diesel,21495.0,5.0,5.0,Windscreen Crack,2018-08-17,1,32.897,1.0,0
Ford,2018,6,silver,Hatchback,40438,1.2L,Manual,Petrol,3790.0,4.0,3.0,Electrical Issue,2018-06-19,1,17.58,0.5,0
Dacia,2018,3,gelb,Hatchback,17114,0.9L,Manual,Petrol,6699.0,5.0,5.0,Brake Pads Worn,2018-03-10,1,43.3495,2.0,1
Ford,2018,5,gelb,Hatchback,20000,1.3L,Manual,Petrol,2495.0,5.0,3.0,Alternator Failing,2018-05-20,1,89.9,2.0,1
Jaguar,2018,1,black,Saloon,5652,2.0L,Automatic,Diesel,20999.0,5.0,4.0,Alternator Failing,2018-01-02,3,539.98,6.0,0
Nissan,2018,7,beige,Hatchback,32000,1.2L,Manual,Petrol,7500.0,5.0,5.0,Alternator Failing,2018-07-03,1,190.0,2.0,0
Volkswagen,2018,8,blue,Hatchback,93000,1.6L,Manual,Diesel,6895.0,5.0,5.0,Electrical Issue,2018-08-19,1,60.685,2.0,0
BMW,2018,2,silver,Saloon,13587,3.0L,Automatic,Diesel,-630045.0,5.0,4.0,Starter Motor Issue,2018-02-18,1,-2682.0,3.0,1
Audi,2018,8,white,Estate,66409,2.0L,Manual,Diesel,17000.0,5.0,5.0,Steering Wheel Shaking,2018-08-28,1,37.0,1.0,0
Nissan,2018,7,green,SUV,229,1.6L,Manual,Diesel,22500.0,5.0,5.0,Windscreen Crack,2018-07-01,1,33.5,1.0,0
Audi,2018,7,grey,Saloon,129757,1.8L,Manual,Petrol,950.0,5.0,4.0,Warning Light,2018-07-19,1,189.5,9.0,0
Fiat,2018,3,silver,Wood,63000,999.0L,Hybrid,Hydrogen,3995.0,5.0,0.0,Steering Wheel Shaking,2018-03-03,1,23.995,1.0,1
SEAT,2021,6,red,Hatchback,7105,1.5L,Manual,Petrol,14470.0,5.0,5.0,Tyre Alignment,2021-06-01,2,84.5172292728118,1.0,1
Volkswagen,2018,6,blue,Convertible,94000,1.6L,Manual,Petrol,2250.0,4.0,2.0,Tyre Alignment,2018-06-24,1,10.225,0.5,0
Fiat,2017,10,blue,Convertible,24000,1.2L,Manual,Petrol,7650.0,4.0,2.0,Warning Light,2017-10-15,1,256.5,9.0,0
Honda,2018,4,silver,Hatchback,88000,1.6L,Manual,Petrol,1695.0,5.0,5.0,Radiator Leaking,2018-04-16,1,409.884003675001,2.0,1
Audi,2018,2,grey,Saloon,28000,2.0L,Manual,Diesel,12900.0,5.0,4.0,Windscreen Crack,2018-02-10,1,27.74,1.0,0
MINI,2018,8,black,Convertible,32399,1.6L,Manual,Petrol,8995.0,2.0,2.0,Steering Wheel Shaking,2018-08-18,2,48.995,2.0,0
Audi,2018,8,silver,Saloon,99000,3.0L,Manual,Diesel,8950.0,5.0,4.0,Radiator Leaking,2018-08-15,1,219.0,2.0,0
Mazda,2018,4,red,SUV,5442,2.2L,Manual,Diesel,22990.0,5.0,5.0,Steering Wheel Shaking,2018-04-10,1,42.99,1.0,0
Audi,2018,5,silver,Estate,106000,2.0L,Automatic,Diesel,5000.0,5.0,5.0,Sensor Malfunction,2018-05-03,1,310.0,3.0,0
Vauxhall,2018,7,silver,Hatchback,49000,1.2L,Manual,Petrol,2995.0,5.0,5.0,Warning Light,2018-07-12,1,209.95,9.0,0
Citroen,2018,3,red,Hatchback,46000,2.0L,Manual,Diesel,6250.0,5.0,5.0,Flat Tyres,2018-03-13,2,41.875,2.0,0
Jeep,2018,5,orange,SUV,25,2.0L,Automatic,Diesel,21490.0,5.0,5.0,Radiator Leaking,2018-05-09,1,469.8,2.0,0
Nissan,2018,8,white,SUV,12714,1.5L,Manual,Diesel,12488.0,5.0,5.0,Engine Issue,2018-08-26,1,12156.9360714054,16.0,1
Peugeot,2018,5,grey,Estate,43459,1.6L,Manual,Diesel,8212.0,5.0,5.0,Gear Box Issue,2018-05-11,1,122.12,2.0,0
Fiat,2018,5,beige,Hatchback,18469,1.2L,Manual,Petrol,6295.0,4.0,3.0,Steering Wheel Shaking,2018-05-23,1,26.295,1.0,0
Renault,2018,3,silver,Hatchback,95000,1.2L,Manual,Petrol,2195.0,5.0,3.0,Warning Light,2018-03-23,1,201.95,9.0,0
Vauxhall,2018,8,white,MPV,85216,1.4L,Manual,Petrol,4500.0,5.0,5.0,Warning Light,2018-08-25,1,225.0,9.0,0
Audi,2018,6,silver,Coupe,153571,1.8L,Manual,Petrol,1790.0,4.0,3.0,Starter Motor Issue,2018-06-12,1,77.9,3.0,0
BMW,2021,2,silver,SUV,10683,3.0L,Automatic,Petrol,42498.0,5.0,5.0,Windscreen Crack,2021-02-14,1,45.4988,1.0,0
Volvo,2018,2,grey,Saloon,8443,2.0L,Automatic,Diesel,22500.0,5.0,4.0,Windscreen Crack,2018-02-05,3,73.5,3.0,0
BMW,2018,4,gelb,SUV,116000,3.0L,Automatic,Diesel,10100.0,5.0,5.0,Brake Pads Worn,2018-04-28,1,45.05,2.0,1
Renault,2018,8,grey,Hatchback,3777,1.2L,Manual,Petrol,10995.0,5.0,5.0,Warning Light,2018-08-06,1,289.95,9.0,0
Volkswagen,2018,5,black,Hatchback,128000,1.6L,Manual,Diesel,2990.0,5.0,5.0,Radiator Leaking,2018-05-14,1,99.8,2.0,0
Bentley,2018,7,black,Convertible,15000,6.0L,Automatic,Petrol,41222.0,4.0,2.0,Transmission Issue,2018-07-16,3,850.998,24.0,0
Land Rover,2018,5,blue,SUV,75871,4.4L,Automatic,Diesel,18890.0,5.0,5.0,Starter Motor Issue,2018-05-22,3,368.9,9.0,0
Infiniti,2018,3,grey,Saloon,2768,2.2L,Automatic,Diesel,21495.0,5.0,4.0,Steering Wheel Shaking,2018-03-27,2,61.495,2.0,0
Nissan,2018,4,blue,SUV,39000,2.0L,Manual,Diesel,8950.0,5.0,5.0,Engine Issue,2018-04-06,1,1662.5,16.0,0
Peugeot,2018,8,blue,Hatchback,53000,1.0L,Manual,Petrol,2795.0,4.0,5.0,Radiator Leaking,2018-08-05,1,95.9,2.0,0
Renault,2018,4,black,Hatchback,110000,1.9L,Manual,Diesel,895.0,5.0,3.0,Alternator Failing,2018-04-02,1,57.9,2.0,0
Volkswagen,2018,8,white,Hatchback,6210,2.0L,Automatic,Petrol,28990.0,5.0,3.0,Sensor Malfunction,2018-08-16,1,1509.5,3.0,0
Vauxhall,2018,8,grey,Hatchback,40659,1.4L,Manual,Petrol,4999.0,5.0,5.0,Starter Motor Issue,2018-08-11,1,109.99,3.0,0
Audi,2018,8,black,Coupe,68580,3.0L,Automatic,Diesel,11900.0,4.0,2.0,Alternator Failing,2018-08-10,1,278.0,2.0,0
Honda,2018,8,silver,SUV,130479,2.0L,Manual,Petrol,1750.0,5.0,5.0,Windscreen Crack,2018-08-07,1,21.05,1.0,0
BMW,2021,3,grey,SUV,36916,3.0L,Automatic,Diesel,41000.0,5.0,5.0,Alternator Failing,2021-03-26,1,860.0,2.0,0
MINI,2018,8,white,Convertible,50000,1.6L,Manual,Petrol,5495.0,4.0,2.0,Alternator Failing,2018-08-16,2,189.9,4.0,0
BMW,2018,7,black,SUV,58000,3.0L,Automatic,Diesel,7490.0,5.0,5.0,Electrical Issue,2018-07-21,1,57.45,1.0,0
Vauxhall,2018,3,blue,Hatchback,58000,1.6L,Manual,Petrol,7591.0,5.0,3.0,Engine Issue,2018-03-01,1,1678.2,8.0,0
Land Rover,2018,5,grey,Coupe,55000,2.2L,Automatic,Diesel,19498.0,5.0,3.0,Transmission Issue,2018-05-26,3,655.482,24.0,0
Jaguar,2018,8,blue,Saloon,68000,2.7L,Automatic,Diesel,3500.0,4.0,4.0,Warning Light,2018-08-20,3,2228.29317897791,27.0,1
BMW,2018,2,gelb,SUV,100,3.0L,Automatic,Diesel,54980.0,7.0,5.0,Brake Pads Worn,2018-02-08,1,67.49,2.0,1
Porsche,2018,1,white,Convertible,6700,2.5L,Manual,Petrol,46950.0,19.0,2.0,Steering Wheel Shaking,2018-01-18,3,106.95,3.0,1
Mazda,2018,2,red,Hatchback,99567,1.6L,Manual,Diesel,4966.0,5.0,5.0,Windscreen Crack,2018-02-10,1,22.9796,1.0,0
Ford,2018,8,black,MPV,72000,2.0L,Automatic,Petrol,2450.0,5.0,5.0,Flat Tyres,2018-08-21,1,20.735,1.0,0
Land Rover,2018,7,blue,SUV,79824,3.0L,Automatic,Diesel,21990.0,7.0,5.0,Radiator Leaking,2018-07-16,3,559.8,6.0,0
Renault,2018,8,blue,Hatchback,29351,1.2L,Manual,Petrol,7195.0,5.0,5.0,Radiator Leaking,2018-08-26,1,183.9,2.0,0
Mercedes-Benz,2018,5,black,Convertible,92300,1.8L,Manual,Petrol,4995.0,2.0,2.0,Warning Light,2018-05-06,1,229.95,9.0,0
Maserati,2017,9,white,Convertible,8000,4.7L,Automatic,Petrol,74994.0,4.0,2.0,Alternator Failing,2017-09-04,4,1659.88,8.0,0
BMW,2018,8,black,SUV,3316,2.0L,Automatic,Diesel,36485.0,5.0,5.0,Warning Light,2018-08-22,1,544.85,9.0,0
BMW,2018,6,white,SUV,10,3.0L,Automatic,Diesel,53990.0,7.0,5.0,Brake Pads Worn,2018-06-18,1,233.15681505117,230.594893426556,1
BMW,2018,8,silver,Saloon,69000,3.0L,Manual,Petrol,9990.0,5.0,4.0,Transmission Issue,2018-08-02,1,109.97,4.0,0
Audi,2018,4,white,Coupe,90000,3.0L,Manual,Diesel,7490.0,4.0,2.0,Sensor Malfunction,2018-04-20,1,434.5,3.0,0
Audi,2021,1,red,Saloon,0,2.0L,Automatic,Petrol,38872.0,5.0,4.0,Starter Motor Issue,2021-01-11,1,448.72,3.0,0
Toyota,2018,8,silver,Hatchback,80846,1.6L,Automatic,Petrol,899.0,5.0,5.0,Sensor Malfunction,2018-08-13,1,104.95,3.0,0
Nissan,2018,4,red,Hatchback,35475,1.5L,Manual,Diesel,8750.0,5.0,5.0,Excessive Emissions,2018-04-12,1,27.875,1.0,0
BMW,2017,3,silver,Coupe,79801,3.0L,Automatic,Diesel,-427272.0,4.0,2.0,Flat Tyres,2017-03-16,1,-1473.0,1.0,1
SKODA,2018,7,blue,Hatchback,5000,1.0L,Manual,Petrol,9287.0,4.0,5.0,Radiator Leaking,2018-07-26,1,225.74,2.0,0
SKODA,2018,5,gelb,SUV,1254,1.0L,Manual,Petrol,19500.0,5.0,5.0,Warning Light,2018-05-21,1,375.0,9.0,1
Hyundai,2018,8,white,Estate,11594,1.6L,Manual,Diesel,10150.0,5.0,5.0,Starter Motor Issue,2018-08-03,1,161.5,3.0,0
Audi,2018,8,red,Hatchback,100000,1.6L,Manual,Petrol,1975.0,5.0,3.0,Radiator Leaking,2018-08-27,1,79.5,2.0,0
Ford,2018,7,blue,SUV,17880,1.5L,Manual,Diesel,9085.0,5.0,5.0,Engine Issue,2018-07-08,1,1682.75,16.0,0
Vauxhall,2018,5,blue,MPV,56000,1.7L,Manual,Diesel,4895.0,7.0,5.0,Alternator Failing,2018-05-22,1,687.051764055119,2.0,1
Volvo,2018,3,silver,SUV,68600,2.4L,Automatic,Diesel,10850.0,5.0,5.0,Alternator Failing,2018-03-05,3,337.0,6.0,0
MINI,2018,5,red,Hatchback,69000,1.4L,Manual,Petrol,3550.0,4.0,3.0,Brake Pads Worn,2018-05-16,2,81.775,4.0,0
Audi,2021,5,orange,SUV,21712,1.5L,Manual,Petrol,19751.0,5.0,5.0,Excessive Emissions,2021-05-27,1,37.7759,1.0,0
BMW,2018,4,white,SUV,9122,3.0L,Automatic,Diesel,51990.0,5.0,5.0,Warning Light,2018-04-15,1,699.9,9.0,0
Hyundai,2018,8,black,Hatchback,36052,1.2L,Manual,Petrol,5490.0,5.0,5.0,Sensor Malfunction,2018-08-27,1,334.5,3.0,0
Volkswagen,2018,3,gelb,MPV,50,1.4L,Automatic,Petrol,24991.0,7.0,5.0,Gear Box Issue,2018-03-12,1,289.91,2.0,1
BMW,2018,5,black,SUV,2667,3.0L,Automatic,Diesel,42490.0,7.0,5.0,Alternator Failing,2018-05-10,1,4482.29334762768,2.0,1
BMW,2018,8,white,Hatchback,81483,1.6L,Manual,Petrol,8322.0,5.0,5.0,Flat Tyres,2018-08-12,1,22.4966,1.0,0
BMW,2018,7,black,SUV,3857,3.0L,Automatic,Diesel,45980.0,7.0,5.0,Transmission Issue,2018-07-28,1,381.86,3.0,0
BMW,2018,8,gelb,Hatchback,110506,2.0L,Manual,Diesel,2289.0,5.0,5.0,Steering Wheel Shaking,2018-08-07,1,22.289,1.0,1
Nissan,2018,7,grey,SUV,11600,1.5L,Manual,Diesel,9981.0,5.0,5.0,Warning Light,2018-07-17,1,279.81,9.0,0
Nissan,2018,8,red,SUV,10,1.2L,Manual,Petrol,16990.0,5.0,5.0,Flat Tyres,2018-08-15,1,25.097,1.0,0
Peugeot,2018,8,silver,Estate,89000,1.6L,Manual,Diesel,6299.0,5.0,5.0,Windscreen Crack,2018-08-22,1,23.7794,1.0,0
Audi,2018,5,grey,Hatchback,150000,2.0L,Automatic,Diesel,1900.0,5.0,3.0,Sensor Malfunction,2018-05-16,1,155.0,3.0,0
Audi,2018,7,silver,Hatchback,87000,1.4L,Manual,Petrol,3650.0,5.0,3.0,Alternator Failing,2018-07-01,1,113.0,2.0,0
Audi,2018,3,green,Convertible,91000,1.8L,Manual,Petrol,1695.0,2.0,2.0,Flat Tyres,2018-03-21,1,20.5085,1.0,0
Mercedes-Benz,2018,4,white,SUV,6500,4.0L,Automatic,Petrol,81950.0,5.0,5.0,Gear Box Issue,2018-04-06,1,859.5,2.0,0
Volvo,2018,5,black,Estate,18120,2.0L,Automatic,Diesel,22999.0,5.0,5.0,Brake Pads Worn,2018-05-20,3,131.4995,6.0,0
Ford,2018,4,red,Hatchback,88000,2.0L,Manual,Petrol,1950.0,5.0,3.0,Electrical Issue,2018-04-04,1,13.9,0.5,0
Vauxhall,2018,8,silver,Hatchback,45884,1.4L,Manual,Petrol,5499.0,5.0,3.0,Excessive Emissions,2018-08-08,1,24.9491,1.0,0
Land Rover,2018,5,black,SUV,90000,3.0L,Automatic,Diesel,18999.0,7.0,5.0,Radiator Leaking,2018-05-18,3,499.98,6.0,0
Porsche,2021,5,silver,Coupe,10202,2.0L,Manual,Petrol,52490.0,2.0,2.0,Brake Pads Worn,2021-05-08,3,146.245,6.0,0
Audi,2018,5,red,Estate,172000,2.0L,Manual,Diesel,3999.0,5.0,5.0,Transmission Issue,2018-05-10,1,195.991,8.0,0
Volvo,2018,5,black,Saloon,119141,2.4L,Manual,Petrol,1888.0,5.0,4.0,Alternator Failing,2018-05-16,3,157.76,6.0,0
Mercedes-Benz,2018,5,white,Hatchback,35854,1.8L,Automatic,Diesel,14000.0,5.0,5.0,Gear Box Issue,2018-05-13,1,180.0,2.0,0
SEAT,2018,7,black,Hatchback,64197,1.0L,Manual,Petrol,3991.0,4.0,5.0,Steering Wheel Shaking,2018-07-27,2,43.991,2.0,0
Nissan,2018,8,silver,SUV,28277,1.6L,Manual,Petrol,7250.0,5.0,5.0,Tyre Alignment,2018-08-27,1,10.725,0.5,0
Audi,2018,8,grey,SUV,9194,2.0L,Automatic,Diesel,35999.0,5.0,5.0,Sensor Malfunction,2018-08-12,1,8762.26020255363,3.0,1
Mercedes-Benz,2018,5,black,Convertible,88000,1.8L,Automatic,Petrol,7490.0,4.0,2.0,Starter Motor Issue,2018-05-17,1,134.9,3.0,0
Vauxhall,2018,4,green,Hatchback,36400,2.0L,Manual,Diesel,7479.0,5.0,5.0,Flat Tyres,2018-04-01,1,22.2437,1.0,0
Toyota,2018,5,blue,Hatchback,35779,1.5L,Automatic,Hybrid  Petrol/Electric,10799.0,5.0,5.0,Starter Motor Issue,2018-05-27,1,167.99,3.0,0
Audi,2018,5,red,Coupe,16233,1.8L,Manual,Petrol,19999.0,4.0,2.0,Starter Motor Issue,2018-05-19,1,259.99,3.0,0
Ssangyong,2017,12,black,Pickup,3500,2.2L,Manual,Diesel,20388.0,5.0,4.0,Radiator Leaking,2017-12-24,2,487.76,4.0,0
Kia,2018,8,red,MPV,8209,1.6L,Manual,Diesel,9550.0,5.0,5.0,Steering Wheel Shaking,2018-08-12,1,29.55,1.0,0
Vauxhall,2018,5,black,MPV,86000,1.9L,Manual,Diesel,2985.0,7.0,5.0,Warning Light,2018-05-16,1,209.85,9.0,0
Renault,2018,7,silver,MPV,60000,1.5L,Manual,Diesel,5690.0,5.0,5.0,Tyre Alignment,2018-07-10,1,10.569,0.5,0
Audi,2018,4,black,SUV,14900,4.0L,Automatic,Diesel,65990.0,7.0,5.0,Warning Light,2018-04-01,1,839.9,9.0,0
SKODA,2018,4,red,Hatchback,20000,1.0L,Manual,Petrol,4470.0,4.0,5.0,Windscreen Crack,2018-04-18,1,22.682,1.0,0
Land Rover,2017,11,red,SUV,132522,2.7L,Automatic,Diesel,10200.0,5.0,5.0,Transmission Issue,2017-11-09,3,270.6,12.0,0
Vauxhall,2018,8,white,SUV,10,1.6L,Automatic,Diesel,19290.0,5.0,5.0,Excessive Emissions,2018-08-24,1,37.361,1.0,0
Nissan,2018,6,silver,SUV,45000,1.5L,Manual,Diesel,7495.0,5.0,5.0,Engine Issue,2018-06-12,1,1444.25,16.0,0
Lexus,2018,6,black,Saloon,15717,2.5L,Automatic,Hybrid  Petrol/Electric,24277.0,5.0,4.0,Brake Pads Worn,2018-06-15,1,52.1385,2.0,0
BMW,2018,2,red,SUV,2698,2.0L,Automatic,Diesel,36498.0,5.0,5.0,Gear Box Issue,2018-02-23,1,404.98,2.0,0
Toyota,2018,4,red,Hatchback,41309,1.33L,Automatic,Petrol,5995.0,5.0,5.0,Sensor Malfunction,2018-04-26,1,359.75,3.0,0
Mitsubishi,2018,5,blue,Saloon,35000,2.0L,Automatic,Petrol,16990.0,5.0,4.0,Tyre Alignment,2018-05-02,1,11.699,0.5,0
DS,2018,4,grey,Hatchback,7717,2.0L,Automatic,Diesel,20309.0,5.0,5.0,Brake Pads Worn,2018-04-20,2,513.190168534792,4.0,1
Citroen,2018,7,white,Combi Van,39000,1.6L,Manual,Diesel,8394.0,17.0,6.0,Brake Pads Worn,2018-07-12,2,84.197,4.0,1
Hyundai,2018,7,black,Hatchback,86500,1.4L,Manual,Petrol,1500.0,5.0,5.0,Engine Issue,2018-07-08,1,545.0,16.0,0
Vauxhall,2018,8,grey,Hatchback,26000,1.2L,Manual,Petrol,5450.0,5.0,3.0,Starter Motor Issue,2018-08-07,1,114.5,3.0,0
MINI,2018,5,red,Hatchback,47900,1.4L,Manual,Petrol,4450.0,4.0,3.0,Radiator Leaking,2018-05-15,2,169.0,4.0,0
Citroen,2018,3,purple,Hatchback,21000,1.6L,Manual,Petrol,7999.0,4.0,3.0,Gear Box Issue,2018-03-07,2,159.99,4.0,0
Toyota,2018,3,blue,Hatchback,15571,1.8L,Automatic,Hybrid  Petrol/Electric,14980.0,5.0,5.0,Sensor Malfunction,2018-03-28,1,809.0,3.0,0
Jaguar,2018,4,grey,Saloon,12759,2.0L,Automatic,Diesel,25900.0,5.0,4.0,Windscreen Crack,2018-04-24,3,75.54,3.0,0
Porsche,2018,3,gelb,Coupe,70000,3.8L,Automatic,Petrol,24990.0,4.0,2.0,Flat Tyres,2018-03-15,3,67.497,3.0,1
Volkswagen,2018,5,blue,Saloon,134651,1.9L,Manual,Diesel,1794.0,5.0,4.0,Tyre Alignment,2018-05-24,1,10.1794,0.5,0
Jaguar,2018,6,silver,Saloon,130000,2.7L,Automatic,Diesel,2499.0,5.0,4.0,Transmission Issue,2018-06-20,3,197.493,9.0,0
Honda,2017,10,silver,Hatchback,60000,1.4L,Automatic,Petrol,5950.0,5.0,5.0,Alternator Failing,2017-10-22,1,159.0,2.0,0
MINI,2018,5,black,Hatchback,67000,1.6L,Manual,Petrol,1495.0,4.0,3.0,Engine Issue,2018-05-02,2,619.0,16.0,0
Vauxhall,2018,8,black,Hatchback,24696,1.4L,Manual,Petrol,7920.0,5.0,5.0,Electrical Issue,2018-08-13,1,47.92,2.0,0
Ford,2016,11,silver,Hatchback,82933,1.4L,Manual,Petrol,999.0,5.0,5.0,Excessive Emissions,2016-11-22,1,20.8991,1.0,0
Audi,2018,4,grey,Hatchback,4000,2.0L,Automatic,Petrol,34000.0,5.0,5.0,Transmission Issue,2018-04-20,1,466.0,8.0,0
BMW,2018,2,orange,SUV,27169,2.0L,Manual,Diesel,14000.0,5.0,5.0,Windscreen Crack,2018-02-02,1,28.4,1.0,0
Peugeot,2018,5,red,Hatchback,97000,1.4L,Manual,Petrol,1495.0,5.0,3.0,Alternator Failing,2018-05-23,1,69.9,2.0,0
Ford,2018,8,red,Hatchback,48720,1.2L,Manual,Petrol,4490.0,4.0,3.0,Transmission Issue,2018-08-21,1,200.41,8.0,0
BMW,2018,7,silver,SUV,50,3.0L,Automatic,Diesel,55495.0,15.0,5.0,Windscreen Crack,2018-07-18,1,224.216310136593,205.208922657503,1
Renault,2018,8,blue,Hatchback,91000,1.6L,Manual,Petrol,800.0,5.0,5.0,Gear Box Issue,2018-08-11,1,48.0,2.0,0
SKODA,2018,4,gelb,Hatchback,15475,1.0L,Manual,Petrol,7498.0,4.0,5.0,Transmission Issue,2018-04-08,1,102.494,4.0,1
Jaguar,2018,4,black,Estate,43500,2.2L,Automatic,Diesel,20195.0,5.0,5.0,Warning Light,2018-04-06,3,741.95,27.0,0
BMW,2018,4,gelb,SUV,23000,2.0L,Automatic,Diesel,31250.0,5.0,5.0,Electrical Issue,2018-04-02,1,71.25,2.0,1
Jaguar,2018,5,blue,Saloon,56000,3.0L,Automatic,Diesel,13400.0,5.0,4.0,Warning Light,2018-05-04,3,674.0,27.0,0
Kia,2018,4,white,Hatchback,59000,1.6L,Manual,Petrol,3795.0,5.0,3.0,Tyre Alignment,2018-04-16,1,10.3795,0.5,0
Nissan,2018,7,grey,Hatchback,14549,1.2L,Manual,Petrol,7000.0,5.0,5.0,Starter Motor Issue,2018-07-18,1,130.0,3.0,0
Audi,2018,7,black,Hatchback,40000,1.4L,Automatic,Petrol,11750.0,5.0,5.0,Excessive Emissions,2018-07-12,1,30.575,1.0,0
Ford,2018,4,gelb,Hatchback,102265,1.6L,Manual,Petrol,995.0,5.0,5.0,Starter Motor Issue,2018-04-20,1,69.95,3.0,1
Mercedes-Benz,2018,4,silver,SUV,29700,2.1L,Automatic,Diesel,22499.0,5.0,5.0,Sensor Malfunction,2018-04-09,1,1184.95,3.0,0
Citroen,2018,4,red,MPV,61928,1.6L,Manual,Diesel,4695.0,5.0,5.0,Warning Light,2018-04-18,2,406.95,18.0,0
Audi,2018,4,grey,Saloon,12033,2.0L,Automatic,Petrol,28950.0,5.0,4.0,Brake Pads Worn,2018-04-24,1,54.475,2.0,0
Vauxhall,2018,7,black,Hatchback,116000,1.3L,Manual,Diesel,2995.0,5.0,5.0,Transmission Issue,2018-07-20,1,411.336276433448,345.51521741717,1
Ford,2018,5,gelb,MPV,2416,1.6L,Automatic,Petrol,9999.0,5.0,5.0,Tyre Alignment,2018-05-07,1,10.9999,0.5,1
